,trial,Mean distribution1,Mean distribution1,t-stat,p-value,FP
93,93.0,0.7267980271948283,0.8129261985265636,-0.08390170065820199,0.9371658395516166,6.0
94,94.0,1.5739285204454518,1.1504517835152992,0.4759126951056375,0.6589637281517022,6.0
95,95.0,0.215024551794235,1.3515901745792889,-1.3721690763552503,0.24192994682206523,6.0
96,96.0,1.0163843754501813,1.3961398197521027,-0.3347251827845238,0.7546486248681686,6.0
97,97.0,-0.23121852401406862,1.9133116066516394,-3.0694260229260673,0.037313836676703176,7.0
98,98.0,1.1173122354767895,1.7178233563449365,-1.2592413326522078,0.27641610442985254,7.0
99,99.0,1.5119904689866257,2.2626377418959,-1.2598227152336599,0.2762269401529049,7.0
100,100.0,1.2082230701353593,0.6210154444960932,1.2404129840600668,0.2826096355088771,7.0
101,101.0,1.1085416315146077,1.0988661409688065,0.0141908323602435,0.98935732222901,7.0
102,102.0,0.9009810767080307,2.096008951996072,-2.2876323124673608,0.08407611448106042,7.0
103,103.0,1.176789048030412,0.5839428655960629,0.7834281647767488,0.4771644181299496,7.0
104,104.0,0.9193827656100192,1.2355845002310633,-0.403440921353569,0.7072595411908749,7.0
105,105.0,1.1186612782141776,1.1834862545434655,-0.10561378119730105,0.9209731962392402,7.0
106,106.0,0.5156701424009459,1.4724205884687762,-1.704442452628807,0.16350165199292657,7.0
107,107.0,1.440334004062403,0.6336357303440693,0.8929745857005534,0.42233936900542524,7.0
108,108.0,0.4038893918244333,1.1541973979496203,-1.5343267116765535,0.19973560844370264,7.0
109,109.0,1.4385602391600185,2.4156538503816694,-0.8232358012373168,0.4566229024901156,7.0
110,110.0,1.0756328222574358,1.7750045771082472,-0.888828507104575,0.42431711464071525,7.0
111,111.0,-0.5922826661419565,1.0941452475290998,-2.5981519825617325,0.060165047242099805,7.0
112,112.0,0.7906369424226704,1.1485197145537274,-0.6794108988671217,0.5341600854056848,7.0
113,113.0,1.9874719914390206,1.2745456635358328,0.6339203752253139,0.5605727935603285,7.0
114,114.0,1.185211053023888,0.37357656703190195,1.7133992037456676,0.16179543535392718,7.0
115,115.0,1.395437405399982,1.4632339841708184,-0.10418943343034666,0.9220341449860905,7.0
116,116.0,1.896727172947483,0.704850222420354,1.6804886813841993,0.168158444979909,7.0
117,117.0,1.2491486416068036,1.0354478351749148,0.17126512717617837,0.8723300807839944,7.0
118,118.0,1.425973015833762,0.9147876744401464,0.6442733413460071,0.554483572442515,7.0
119,119.0,1.5862843951488976,0.22263916592665964,1.5684963489679677,0.1918422397483492,7.0
120,120.0,1.2787519018283984,0.5914739251981231,1.1807748032504861,0.3031073309742457,7.0
121,121.0,1.5547060434328763,0.0156525424235678,2.563434655654035,0.06241073146731896,7.0
122,122.0,1.1095219118839112,1.3596575141451075,-0.22379289547555384,0.8338839025845626,7.0
123,123.0,0.006359339600449765,0.6370892069182037,-1.087103738814265,0.3381132574574758,7.0
124,124.0,0.3722557689120282,0.5904871779915131,-0.28023155171496567,0.7931954313344725,7.0
125,125.0,1.0837057066844153,1.0415728736022583,0.06784784140797835,0.9491628609805374,7.0
126,126.0,0.9988828508951114,1.6651438287309486,-0.9794738762789759,0.38280402953769016,7.0
127,127.0,0.6565327306032003,1.3455799833064532,-1.1215768916659516,0.32482037895573285,7.0
128,128.0,1.5872917026785365,1.3622123798772812,0.26558824679103865,0.8036827815064325,7.0
129,129.0,0.2122389794076693,0.6374915837224799,-0.6160910745601852,0.5711659514402845,7.0
130,130.0,1.1566526179865342,1.059756011074547,0.11788104302496406,0.911844235690674,7.0
131,131.0,1.3373490423410344,2.048521117493389,-1.9085015469835926,0.1289684401924422,7.0
132,132.0,0.8804142569317149,0.5342244816074501,0.5095034544155139,0.6372219452664742,7.0
133,133.0,-0.15404684050878337,2.090232435518905,-4.092512296892926,0.014944342198116209,8.0
134,134.0,1.7004557319349016,1.9554649815295562,-0.659886378873318,0.545387314731282,8.0
135,135.0,0.6009737889185112,1.1046318663399697,-0.8029752398514122,0.4669894025429756,8.0
136,136.0,1.3764229655503775,0.39822295403218794,1.5222636572288182,0.20260102438013938,8.0
137,137.0,1.0931458163993444,1.4148043978866776,-0.21426986619950528,0.840816404788824,8.0
138,138.0,1.4772700880522764,-0.15576808654039534,2.097608172413235,0.10393357124750087,8.0
139,139.0,0.7126098843369274,0.8126630231151893,-0.11204409549793493,0.9161859859279392,8.0
140,140.0,0.9832089293631882,0.7534500611676185,0.7545755076857188,0.4924943833983951,8.0
141,141.0,1.3459850285050343,0.5938130095529548,0.5047884216853019,0.6402480664215264,8.0
142,142.0,0.6794570253045413,1.2618700003503014,-0.5539553665931215,0.6091174407721847,8.0
143,143.0,1.0171169494990064,0.19047811250779365,0.9612801189279625,0.3908478018252239,8.0
144,144.0,0.9223852505271456,0.7770487788740686,0.13978713049953653,0.8955842715586032,8.0
145,145.0,0.37045560337857236,1.0158027464731283,-0.5105916738092419,0.6365247316835985,8.0
146,146.0,0.7846270710203992,1.5818981999193793,-1.5849272101838885,0.18816152473567135,8.0
147,147.0,0.42340829714404654,0.9907642447718242,-0.5774117126546242,0.5946044398563726,8.0
148,148.0,1.4688005191521538,0.9482667268298041,0.4741124951382259,0.6601407959811795,8.0
149,149.0,1.3140655980381586,0.48516646445590217,0.8195027173167524,0.4585192015841215,8.0
150,150.0,1.2024352953417148,1.2554814122994074,-0.07825405711012148,0.9413842126557135,8.0
151,151.0,1.310362604324853,0.009416050306069327,1.2397436578817957,0.2828322262119753,8.0
152,152.0,2.0296646893076757,2.1052687511487087,-0.12689660898320107,0.9051454782716745,8.0
153,153.0,1.841670824854899,0.8323088602119847,0.907917468682859,0.415274527089175,8.0
154,154.0,-0.04753117078186916,1.0747913609209008,-1.5771636966089082,0.18989148811223852,8.0
155,155.0,0.672298220527164,0.3077077011728106,0.5644581515472031,0.6025915713113045,8.0
156,156.0,0.37219675471842706,1.1380071421001936,-4.551217322059645,0.010407981892713476,9.0
157,157.0,0.26663536345423616,0.8056297808698364,-0.625133139765801,0.5657768697330992,9.0
158,158.0,1.185619322798649,1.1092055301850978,0.10054545895835298,0.9247493062650445,9.0
159,159.0,1.7813586540814006,1.0458479687822784,3.3177945194938627,0.02943912133738927,10.0
160,160.0,-0.213237213232253,1.815546050443933,-2.634347274951427,0.057921937015521605,10.0
161,161.0,1.456236870969958,0.3262286409557899,1.5856336362213979,0.18800491951029935,10.0
162,162.0,1.2014081147404911,1.0541156505294365,0.23228394281926532,0.8277179945954027,10.0
163,163.0,0.7564617879305598,0.6576581546505574,0.07439399968591885,0.9442687399033314,10.0
164,164.0,1.4002020375022317,1.5172438102381491,-0.34882389839588956,0.7448088474444488,10.0
165,165.0,1.704155584261316,1.1046535651094749,0.6588579700093401,0.5459832497222088,10.0
166,166.0,2.032692985438422,1.4892725643778724,0.353223484430191,0.7417501813093973,10.0
167,167.0,1.1597797006458272,0.9086418479491932,0.48999389811127786,0.6497980379670477,10.0
168,168.0,1.8472785697594387,1.8425898855170313,0.00942969362201952,0.9929278607929393,10.0
169,169.0,0.823751167855035,-0.06548801063510945,1.39375649705418,0.23583489610914257,10.0
170,170.0,1.1909593452110816,0.9564359485098518,0.2938449483139247,0.7834928402512452,10.0
171,171.0,0.07447095712163328,1.37311710823367,-2.962367751885695,0.04145689386354392,11.0
172,172.0,1.955835128258251,2.0565375956031686,-0.16807126297845848,0.8746829166003728,11.0
173,173.0,0.7367894622213393,0.17505634945021387,1.1891772067990178,0.30013707679913204,11.0
174,174.0,0.8243713680645529,1.3837379633920686,-0.8372852147119471,0.44954194521158136,11.0
175,175.0,0.9617081553856824,1.3229872002334042,-0.3692583177495513,0.730651636084697,11.0
176,176.0,1.185005482362674,0.7989844613058513,0.7084401805404913,0.5177739363710582,11.0
177,177.0,2.02689650170403,1.5215123876522825,0.62859534825396,0.5637225334076141,11.0
178,178.0,0.6620482596397418,1.889962155021091,-1.7226643876953505,0.1600502146291477,11.0
179,179.0,0.9920162883386694,1.298655964259682,-0.3822623283360638,0.7217088812300226,11.0
180,180.0,0.8268895140288385,-0.08719123070636121,0.7436075239146994,0.49841892366206486,11.0
181,181.0,1.0021022851356165,0.7507118072319208,0.39600586486579364,0.71231568065096,11.0
182,182.0,1.0847427444996107,1.063677103736507,0.022588333901001692,0.9830605501626943,11.0
183,183.0,0.6202187957012151,1.120370423116759,-0.915623946042533,0.41166955789236004,11.0
184,184.0,0.09293244838816772,0.39260780549185786,-0.4217369583776071,0.6948954226645192,11.0
185,185.0,0.7079656538922405,-0.18417647533520895,0.9044529245897466,0.4169037327168548,11.0
186,186.0,2.2515752395768396,1.1997006442571454,1.2887792230925013,0.2669610267095663,11.0
187,187.0,-0.29620640835662154,1.8092393040786814,-3.784222399707253,0.019365111743012108,12.0
188,188.0,0.9815043138501895,0.27397293195063016,1.4642382167566037,0.21697968107870616,12.0
189,189.0,1.5385137654783014,1.870996764820716,-0.5828617920318528,0.5912644071090782,12.0
190,190.0,2.213052107114398,0.5650478826068227,4.506128997031686,0.010771899534832662,13.0
191,191.0,1.150380572027567,0.9659499481024986,0.306145958134893,0.7747663093806325,13.0
192,192.0,1.1255604783441882,1.102517859443305,0.02332877909969445,0.9825053991835164,13.0
193,193.0,0.8511368644757392,0.11522344253768761,1.2119009064321615,0.29224044060581916,13.0
194,194.0,0.46982886592592155,1.3459076071361957,-1.4126457398831094,0.23062674272166314,13.0
195,195.0,0.5643142339146726,0.9773494480965187,-0.35561620966326324,0.740089131549929,13.0
196,196.0,0.6713406950711412,0.8531099347735288,-0.20981538613047818,0.8440651953686252,13.0
197,197.0,-0.09699178044890071,0.6225546219544975,-1.1601469001190137,0.310516006422803,13.0
198,198.0,1.565158329696878,1.9459070012239366,-0.7646763069869312,0.48708550785225324,13.0
199,199.0,1.3519403921011781,0.7281850104810528,0.749844330181308,0.4950434636967703,13.0
200,200.0,1.277249197917633,1.091755685378527,0.35123609133762124,0.7431311409252024,13.0
201,201.0,0.9149666631004116,0.30743020325765363,1.1387460860831127,0.3183795404060287,13.0
202,202.0,1.4745681232584562,1.8315514660229748,-0.4555260540797959,0.67236263481969,13.0
203,203.0,0.09017310732923205,0.5829421614389197,-1.017115001578538,0.36661580097197616,13.0
204,204.0,0.8496093201868652,0.8276684128369208,0.029992212668192186,0.977510054969281,13.0
205,205.0,0.8996829919117483,1.3377913667188464,-0.55923609370568,0.6058307247280802,13.0
206,206.0,0.8647139972608991,0.941012353846307,-0.0731709064983141,0.9451829460467462,13.0
207,207.0,1.0113455775652291,1.1310271196021822,-0.34429426659954276,0.747963877846349,13.0
208,208.0,1.3916996871518725,0.6367227969145571,2.8320379175946435,0.047247300286213365,14.0
209,209.0,1.3186754596936054,1.212825645687056,0.12369015301113262,0.9075268849652542,14.0
210,210.0,1.4427748739301658,1.9591884123485463,-0.5670424223802585,0.6009926709919016,14.0
211,211.0,1.3579200146723895,0.4377981614208902,1.075769372518779,0.34259026053955666,14.0
212,212.0,0.45217277364524205,0.8494843845492733,-0.3877038135813299,0.717982597984709,14.0
213,213.0,0.6955058431587654,1.190354349645131,-0.4567280390151806,0.6715684756923359,14.0
214,214.0,0.6833398111467921,0.6894619446629382,-0.010502615784167148,0.9921232191707563,14.0
215,215.0,1.8506524733697531,1.4389569033216023,0.3566568426474915,0.739367249048791,14.0
216,216.0,1.4461929694866846,0.3884037864950294,3.0564342132458577,0.037789851016376316,15.0
217,217.0,1.0035818525815814,0.7706983030083149,0.2295472642283511,0.8297036647836655,15.0
218,218.0,0.20469608318685376,1.6114852267139712,-2.0653969559128535,0.10779092860629386,15.0
219,219.0,0.2989834112540311,0.44829364824132134,-0.18225291984913738,0.864248031621096,15.0
220,220.0,0.1209028322086152,0.35806137601599053,-0.6413478489888798,0.5561996020700857,15.0
221,221.0,0.30829127544211943,0.7686918018045338,-0.5652024903625478,0.6021307680714221,15.0
222,222.0,0.9419928216940257,1.256825443621845,-0.4522956604102296,0.6744995354240255,15.0
223,223.0,1.370144119871749,1.2293687522130161,0.18570985022821954,0.8617093836092011,15.0
224,224.0,0.9212431647434474,0.8942430958562789,0.14360395449132438,0.8927572640595809,15.0
225,225.0,0.3917201110197756,0.8715664930837784,-0.9728989857606803,0.385694325958669,15.0
226,226.0,1.9242657479493366,1.5848025441302542,0.6193384059650217,0.5692265709982913,15.0
227,227.0,0.5542475092140994,2.4682314632429443,-1.5288466700259111,0.20103215182231224,15.0
228,228.0,0.5043638545945455,1.6832286312458755,-2.3874722871301333,0.07537446946225199,15.0
229,229.0,1.2857891072959609,0.5799678188558707,0.8640134577025764,0.4363138025472487,15.0
230,230.0,2.0586743974901407,1.2748687669997387,0.6007297169406695,0.5804000543719348,15.0
231,231.0,1.2268756178277356,0.07716334516735435,2.2754365823218383,0.08521457186420987,15.0
232,232.0,0.30847803171064886,0.9266661553214864,-0.9983248889639781,0.3746207359088636,15.0
233,233.0,0.61924871222687,1.6904179736739282,-2.046881926762927,0.11007941360868208,15.0
234,234.0,1.2588612939371986,1.4355191188091017,-0.22867730835936748,0.8303352077685691,15.0
235,235.0,0.6733000374537363,1.9701930414728483,-1.6748617645145916,0.16927243819303678,15.0
236,236.0,1.6632589940458633,1.4253107819944748,0.37921813698409873,0.7237976066813552,15.0
237,237.0,1.8373674605376336,1.153538611288237,0.8617314463906756,0.4374307731260746,15.0
238,238.0,1.8365282875096989,1.3415409117745503,0.653316905411475,0.5492019791989777,15.0
239,239.0,0.5853227235878397,0.7478910672335916,-0.16876298610327387,0.8741732083393835,15.0
240,240.0,0.877997506081407,1.6878671322502399,-2.529266528615346,0.06471513559589902,15.0
241,241.0,-0.20978391462007948,0.19975665493647007,-0.5389670502275069,0.618506867211287,15.0
242,242.0,0.6897005508060124,1.20586733159504,-0.5553677738683542,0.6082372632362767,15.0
243,243.0,1.720333607632168,1.1372684977108307,0.6190703264947739,0.5693865060150356,15.0
244,244.0,1.611612322082087,1.4460345757889324,0.24676950579505616,0.8172339211825569,15.0
245,245.0,1.3370672046160206,0.7878708357875764,0.8580340966457889,0.439245426832415,15.0
246,246.0,1.680288296924175,0.7381377184233046,1.4739283154310523,0.2145084919900325,15.0
247,247.0,2.280641504991477,2.050192773535852,0.39344632452745304,0.7140604348322612,15.0
248,248.0,2.0795794975995534,0.2265764399901491,3.008623500812199,0.03960399787938694,16.0
249,249.0,0.47458677542190814,1.7974274570610127,-2.3727222869690716,0.07659351609749025,16.0
250,250.0,0.4561542594524683,1.6296028776999325,-1.3170785117501833,0.2581957390689968,16.0
251,251.0,0.5666830875091342,0.9618365074269578,-0.5248007732449357,0.6274629836245709,16.0
252,252.0,1.166492902785201,1.6376850636903424,-0.7654761648815509,0.48665912981462217,16.0
253,253.0,2.368858804417204,1.1793436111068611,1.8338312582575758,0.1406010038901167,16.0
254,254.0,0.6418401427599973,1.5797369911748957,-1.988857461635629,0.11760416533886436,16.0
255,255.0,0.5844649007847844,0.18089172793127836,0.9377973092707057,0.4014431270839739,16.0
256,256.0,1.2982045643970377,1.3776358498526962,-0.10947630232173698,0.9180971428584765,16.0
257,257.0,0.29883218851643173,0.6727281711832201,-0.8442810249116391,0.44604886844799835,16.0
258,258.0,1.159649333393698,-0.04685935890719609,1.3468780237148608,0.24926858104230387,16.0
259,259.0,0.5459253044554607,1.1692555436567347,-0.8470352904634046,0.44467962363089425,16.0
260,260.0,0.15764001497703475,2.0843493259754635,-3.922794415028103,0.017207110347615816,17.0
261,261.0,1.4469148905125337,1.3239822084676371,0.19489371163506997,0.8549749802773702,17.0
262,262.0,1.7598104969307526,1.7102689875208992,0.06734519838910896,0.949538768800086,17.0
263,263.0,0.7927823248702041,0.08988114439325028,0.6144992418190884,0.5721182506309824,17.0
264,264.0,1.7087504481814937,0.9321727046038832,1.1327226344321573,0.3206256967662691,17.0
265,265.0,0.8408723805378718,1.3186937276217414,-0.8424450250387093,0.44696348895964105,17.0
266,266.0,1.0172717032717349,0.9640599154461899,0.054834126897275695,0.9589001461097906,17.0
267,267.0,1.404172136192238,0.14700214956925128,1.632623595808357,0.17788511730045276,17.0
268,268.0,1.0983426518088402,0.6292162167743579,0.7350583396604438,0.5030738806359762,17.0
269,269.0,0.5224828668672832,1.026096486639018,-0.8265561372161632,0.45494149308610166,17.0
270,270.0,0.8901189383001707,1.4391525858798155,-0.8372234537011883,0.4495728802888389,17.0
271,271.0,1.1066586863854724,1.4274289662761355,-0.4808348123163598,0.6557514779510665,17.0
272,272.0,0.5674532212337534,0.5652898746144427,0.002512998072030501,0.9981152539256579,17.0
273,273.0,2.2070462854239636,1.3071818336340242,1.6688321330898328,0.17047475169680015,17.0
274,274.0,0.4950450360488392,0.21148356194015827,0.44822912930063163,0.6771948209044656,17.0
275,275.0,0.8492675638200863,1.5945786235149717,-0.5955075725887219,0.5835616411942253,17.0
276,276.0,0.8855317658448688,0.7091424889977481,0.26251173114849763,0.8058926082167531,17.0
277,277.0,3.0790714083547805,0.9769441236248739,1.8688680762072925,0.1350077666515898,17.0
278,278.0,0.5301901010435891,1.1300675578201749,-0.8615084744765947,0.437540034957881,17.0
279,279.0,1.4079216892073667,1.6695198825611752,-0.21808381776662086,0.8380378120733257,17.0
280,280.0,1.2991108663914428,1.0945854102527994,0.2568649635221877,0.8099543112434733,17.0
281,281.0,0.974428575536681,1.228109766440602,-0.3543085840175977,0.7409966846177889,17.0
282,282.0,0.35370305242122707,1.6073640576466446,-0.7439802989710653,0.49821668729203616,17.0
283,283.0,1.8299637595697213,1.0191162562964984,1.394397141175954,0.23565635775405738,17.0
284,284.0,0.24122035730862568,0.6141336789196128,-0.6924816750719,0.5267364600880657,17.0
285,285.0,0.5253983597712396,0.2083355069710222,0.3722068456907369,0.728619342825092,17.0
286,286.0,1.2231777257385434,2.046509273403751,-1.2224572343512676,0.2886390329882509,17.0
287,287.0,1.6124837324818586,1.9057674345665252,-0.3463186446855356,0.7465530924126351,17.0
288,288.0,1.0893260918195544,1.0550888279708661,0.040935017671629895,0.9693094498173345,17.0
289,289.0,1.3116299620164484,1.7401124769659526,-0.43050107148047634,0.6890128445217234,17.0
290,290.0,0.3889212467581132,0.6522049769861075,-0.3159666808883051,0.7678280160038563,17.0
291,291.0,1.505052934248557,0.5458583534674739,0.595518608533312,0.5835549478810445,17.0
292,292.0,0.9274796647347524,1.7983646822276287,-0.8842287265605031,0.4265202028181072,17.0
293,293.0,0.9118513421071465,2.034363496075589,-1.0009077999753995,0.3735114019108309,17.0
294,294.0,1.5299375748526607,0.16362485727775536,4.827453139159568,0.008476952868198852,18.0
295,295.0,1.4247395555681635,1.6772567078363778,-0.32303769345859645,0.7628485681397268,18.0
296,296.0,0.36732066931859264,1.7825475686926007,-5.88839768489194,0.004158677144342845,19.0
297,297.0,1.6627543017196558,0.7035990330454007,2.0468211864720476,0.11008700866873025,19.0
298,298.0,0.7293220218333789,0.7658639471875066,-0.03220022881092862,0.9758550436847995,19.0
299,299.0,0.35806259500764165,1.259573522397912,-1.7335313740733589,0.158028583712308,19.0
300,300.0,-0.42794065556822464,1.037239197426328,-1.8500177890689824,0.13798663738210237,19.0
301,301.0,0.7672828660781827,0.6964693724850943,0.25823404253522186,0.808968865540536,19.0
302,302.0,0.924656156957376,1.4931560884584394,-0.502006813975215,0.642037287977433,19.0
