,trial,Mean distribution1,Mean distribution1,t-stat,p-value,FN
62,62.0,0.6062355933093806,1.3357290594899116,-0.8184196593495119,0.4590705277541259,56.0
63,63.0,1.5223811567298082,0.9323465814715762,0.5680676219325199,0.6003591253417264,57.0
64,64.0,1.2969689063167829,2.379822943482359,-1.591701661320149,0.18666525181292004,58.0
65,65.0,0.07304473300103513,1.5537144541079673,-2.2701857251882496,0.08571005815071996,59.0
66,66.0,1.1803740156938787,2.787867789824786,-2.829729445505718,0.04735804570420719,59.0
67,67.0,0.9354274430043593,2.67308786150387,-1.8769008309616007,0.13375949015832003,60.0
68,68.0,0.6168583490295616,2.4386440361244572,-2.3544802698516607,0.0781321348037781,61.0
69,69.0,1.2631161363281438,2.059536185275026,-0.7981174683098653,0.4695021495261125,62.0
70,70.0,0.8248669095267718,1.854146571847231,-1.4406944053755155,0.22310399331475733,63.0
71,71.0,0.9102525708358776,2.412185008224056,-1.8091622826667972,0.14468814735625285,64.0
72,72.0,1.8853500427483763,2.2593320086561026,-1.105301758840994,0.3310356913692487,65.0
73,73.0,0.8996919412405849,2.0130293621708693,-1.977900940011443,0.11908731560551027,66.0
74,74.0,1.5720270593421006,1.2848406842576676,0.23816155921557486,0.8234586149541084,67.0
75,75.0,1.677888077010128,1.8766616071117657,-0.26850970575573607,0.8015863819408129,68.0
76,76.0,0.654330204650785,1.5128819996401788,-1.0236984394826465,0.36384680018729526,69.0
77,77.0,1.0956169309047146,1.6098811979512664,-0.6709487509663353,0.5390058319880556,70.0
78,78.0,1.044218068435036,2.322678475537949,-1.9005111839071684,0.13016208354548822,71.0
79,79.0,-0.22443569821628717,1.2941650141979208,-3.2904038030824756,0.030204056250494143,71.0
80,80.0,0.9839046758159901,1.5691836111958637,-0.6397776290288567,0.5571221656587102,72.0
81,81.0,0.20369902886509536,1.801427357153905,-1.8429171509569535,0.1391270085121601,73.0
82,82.0,1.3985580115390068,1.7489488105163928,-0.5003885925749287,0.6430795346728444,74.0
83,83.0,1.0255928568150134,1.5319319346628635,-0.48164539983453325,0.6552233347828995,75.0
84,84.0,0.5912276238668808,2.2721197359656,-2.7729776851896704,0.05017776408046206,76.0
85,85.0,0.5941904635191269,1.7506562228009657,-2.037172204737057,0.11130088206699665,77.0
86,86.0,1.0002507658593538,2.229219506800003,-1.0725472087403634,0.3438726994183117,78.0
87,87.0,0.7059734287387447,2.4711782916972065,-2.2526970419926173,0.08738380868201044,79.0
88,88.0,0.866384059931757,1.594283408832477,-2.042564885126182,0.11062066138125558,80.0
89,89.0,1.137477417711329,0.6061650160366635,1.084034409821355,0.33932038503303696,81.0
90,90.0,1.4910338117264053,2.500369076714504,-1.1714733260017085,0.3064274172193408,82.0
91,91.0,0.8644674913780889,1.8261649070929804,-2.096551925508065,0.10405761361604682,83.0
92,92.0,2.08188100639564,2.2451196017733195,-0.1760017268289,0.8688437001327611,84.0
93,93.0,0.5452776831353164,2.674234953502925,-2.43444908640725,0.07163608548400852,85.0
94,94.0,1.1990857676720796,1.8676216031633281,-1.1202547704759422,0.32532127858286486,86.0
95,95.0,0.6707173328218428,1.8513238848978617,-1.601935391989744,0.18442821696981512,87.0
96,96.0,1.993239613882787,0.32276862014844543,1.8953290692710347,0.13094260516613046,88.0
97,97.0,1.0298740704624123,1.3607349975569292,-0.27560855971143533,0.796500788539061,89.0
98,98.0,1.2136146061079829,1.0809167993321127,0.1146329906314685,0.9142598167842546,90.0
99,99.0,0.019123975101508206,2.2048569137201195,-3.0066261857677947,0.039681977394783984,90.0
100,100.0,1.123261343771917,2.4855304801931895,-2.617728275493579,0.05893970511094693,91.0
